Record Length,14000
Sample Interval,CH1:0.0000000020000 CH2:0.0000000020000
Vertical Units,CH1:V CH2:V,,,
Vertical Scale,CH1:2.00 CH2:10.00,,,
Vertical Offset,CH1:0.00 CH2:0.00,,,
Horizontal Units,us,,,
Horizontal Scale,2.0000000000,,,
Model Number,SDS1202X-E,,,
Serial Number,SDS1EBAX1R1121,,,
Software Version,5.1.3.8R2,,,
Source,CH1,CH2
Second,Volt,Volt
 0.00000124400,4.64000,3.60000
 0.00000124600,4.56000,4.00000
 0.00000124800,4.72000,3.60000
 0.00000125000,4.72000,3.60000
 0.00000125200,4.72000,3.60000
 0.00000125400,4.72000,3.60000
 0.00000125600,4.64000,4.00000
 0.00000125800,4.72000,3.60000
 0.00000126000,4.72000,4.00000
 0.00000126200,4.72000,3.60000
 0.00000126400,4.72000,3.60000
 0.00000126600,4.64000,4.00000
 0.00000126800,4.64000,4.00000
 0.00000127000,4.80000,4.00000
 0.00000127200,4.64000,3.60000
 0.00000127400,4.64000,3.60000
 0.00000127600,4.80000,4.00000
 0.00000127800,4.72000,4.00000
 0.00000128000,4.64000,3.60000
 0.00000128200,4.72000,3.60000
 0.00000128400,4.64000,3.60000
 0.00000128600,4.72000,4.00000
 0.00000128800,4.72000,4.00000
 0.00000129000,4.72000,3.60000
 0.00000129200,4.72000,4.00000
 0.00000129400,4.72000,3.60000
 0.00000129600,4.64000,4.00000
 0.00000129800,4.64000,4.00000
 0.00000130000,4.64000,3.60000
 0.00000130200,4.72000,4.00000
 0.00000130400,4.64000,3.60000
 0.00000130600,4.64000,4.00000
 0.00000130800,4.72000,4.00000
 0.00000131000,4.72000,3.60000
 0.00000131200,4.64000,4.00000
 0.00000131400,4.72000,3.60000
 0.00000131600,4.64000,4.00000
 0.00000131800,4.72000,4.00000
 0.00000132000,4.64000,4.00000
 0.00000132200,4.72000,4.00000
 0.00000132400,4.64000,4.00000
 0.00000132600,4.72000,4.00000
 0.00000132800,4.80000,4.00000
 0.00000133000,4.72000,4.00000
 0.00000133200,4.72000,3.60000
 0.00000133400,4.80000,4.00000
